,Lyrics,Show,Song Name
54,"What do people do all day?
People work and people play
Everyone, in their own way
Helps make the world go 'round, ohhhh Busy people, the whole day through
All have got a job to do
Doing things for me and you
That's what people do Bus drivers drive buses
Grocers give us food
Clowns make us laugh,
Giggle, and feel good! Ohhhh That's what people do all day
People work and people play
Everyone in their own way
Helps make the world the go 'round, ohhh Busy people, the whole day through
All have got a job to do
Doing things for me and you
That's
What
People
Do! (Oooo-oo-ooh, oooo-oo-ooh)
That's what people do!",Sesame Street,Sesame Street That's What People Do lyrics
55,"Bert (fixing the machine): ""Ha! Well, this machine knows what letter comes next. I put this here...""
Ernie: ""Hi there, Bert. What's that machine you're working on?""
Bert: ""Oh hi, Ernie. This is my latest invention, my automatic ""R"" detector.""
Ernie: ""No kidding.""
Bert: ""Yeah. Anytime this machine hears an ""R"" or an ""R"" word, it rings a bell. I'll start it up for you now...""
(sound of machine starting)
Ernie: ""Wow! Look at that machine go.""
Bert: ""Now if you'll just say something that begins with ""R""..."" (bell rings)
Ernie: ""What was that?""
Bert: ""Oh, I just said ""R"". (bell rings) And when you say ""R"" (bell rings), the bell rings."" (bell rings)
Ernie: ""Hey! You said ""rings"" (bell rings) which begins with ""R""."" (bell rings)
Bert: ""Right."" (bell rings)
Ernie: ""Why, that's remarkable! (bell rings) Hey! (Ernie laughs) Keeheehee! That's fun. Let me tell it an ""R"" riddle."" (bell rings twice)
Bert: ""O.K. Just don't go too fast. I don't know what'll happen if the machine gets going too fast."" Ernie: ""O.K. Listen to this, machine: Roscoe really raised rabbits while Ruth rode the red reindeer. If Roscoe's rabbits raised a racket, why did Ruth's reindeer run the rabbits ragged?""
(bell rings 17 times)
Bert: ""Hey, hey! Don't talk so fast. The machine is beginning to smoke.""
Ernie: ""Well, I only have one last poem here.""
Bert: ""Yeah, yeah, but listen.""
Ernie: ""Robert rolled reddish radishes around the ring of rubber rubbish..."" (The bell rings seven times and the machine makes a ""Moooooooo!"" sound)
(The machine explodes and makes a whistling sound)
Bert: ""Hey, hey, wait! Hold it!...Wait!...Now look what you did!""
Ernie: ""Oh my! The machine looks ruined.""
(The bell rings and the machine makes another whistling sound)
Bert: ""Rats!""
(The machine pops out a spring)",Sesame Street,Sesame Street The 'r' Machine lyrics
56,"Ernie (spoken): ""Hi there. Ernie here. And now, we'll have Professor Hastings lecture us on the next letter of the alphabet: the letter U. Uhhhh, professor?"" Professor: ""Huh?! Huh?! Ah, yes. Good day. (sung) U is for underpass, U is for underwear, U is for... uhhh... uuhh..."" (falls asleep) (alarm clock rings) Ernie (spoken): ""Up, professor!"" Professor: ""Huh?! Huh?! Uhm... (sung) U is for upper plate, U is for undulate, U is for... uhhhh... uhh..."" (falls asleep) (alarm clock rings) Ernie: (spoken) ""Up, professor!"" Professor: ""Huh?! Huh?! (sung) One straight line going down and smoothly curving 'round
And heading straight up the other way
U is unusual
U is unquestionably
The start of USA (spoken) Which began when the United States... uhmm... united... that's another U word. (sung) As is unicorn
Ukulele, uniform and
U also sounds like
Uncle... umbrella... umpire... uhmm..."" (falls asleep) (alarm clock rings) Ernie: ""Up, professor, up!"" Professor: ""Huh?! Huh?! Who?!"" Ernie: ""U!""",Sesame Street,Sesame Street The 'U' Lecture lyrics
57,"(One, two, three, four, five, six, seven!) Said the Alligator King to his seven sons,
""I'm feelin' mighty down.
Whichever of you can cheer me up
Will get to wear my crown."" His first son brought seven oyster pearls
From the bottom of the China Sea.
The second gave him seven statues of girls
With clocks where their stomachs should be. The third son gave him seven rubies
From the sheikdom down there beneath.
The King thought the rubies were cherries,
And he broke off seven of his teeth. The fourth son tried to cheer him up
With seven lemon drops.
The King said... ""I'm sorry son, since that ruby episode,
I just haven't got the chops."" The fifth son brought the King perfume
In seven fancy silver jars;
The King took a whiff, and he broke out in spots
'Cause it smelled like cheap cigars. The sixth son gave him seven diamond rings
To wear upon his toes.
The King snagged his foot on the royal red rug
And crumpled up his nose. The seventh son of the Alligator King
Was a thoughtful little leal.
He said... ""Daddy, appears to me like you could use
a little help."" Said the Alligator King to his seventh son,
""My son, you win the crown.
You didn't bring me diamonds or rubies,
But you helped me up when I was down. Take the crown; it's yours, my son.
Hope you don't mind the dents.
I got it on sale at a discount store,
Cost me all of seven cents!"" (Seven!)",Sesame Street,Sesame Street The Alligator King lyrics
58,"Let me tell you 'bout a boy
He loved to say his alphabet
He loved to say it all day long
Until the sun began to set
He'd stand right up and say it proud
Say it soft and say it loud
And when the moon had come and gone
While he waited for the dawn
You'd hear 'im say... (What would he say?)
He'd say
ABCDEFGHIJKLMNOPQRSTUVWXYZ The alphabet was what he loved to say
Wanna hear another story? Let me tell you about a girl
So beautiful and smart
She loved to play and loved to sing
And here's the real important part
She loved to sing her alphabet the best
She'd go for hours without a rest
(put herself to the test)
Sayin' letters one by one till the alphabet was done
Her special way. She'd say....
ABCDEFGHIJKLMNOPQRSTUVWXYZ The alphabet was what she loved to say
Let's sing it again
ABCDEFGHIJKLMNOPQRSTUVWXYZ The alphabet is what we love to say!!!!
Oh right!",Sesame Street,Sesame Street The Alphabet lyrics
59,"A, b, c, d
E, f, g
H, i, j, k
L, m, n, o, p
Q, r, s
T, u, v
W, x
Y and z
Now I've said my ABC's
Won't you sing along with me A, b, c, d
E, f, g
H, i, j, k
L, m, n, o, p
Q, r, s
T, u, v
W, x
Y and z
Now I've said my ABC's
Won't you sing along with me",Sesame Street,Sesame Street The Alphabet Song lyrics
60,"David: Oh, your knee is kind of roundish, like an orange or an egg. All three: Oh, ABC Maria: Oh, the shoulder is a joint that holds your body to your arm.
And everybody's got them, on the city, on the farm.
They're useful if you want to wave hello or wave goodbye.
And if you want to wiggle them, it's easy if you try! All three: Oh, ABC, hope, when you are older,
You'll still sing a song about a shoulder! Luis: And if anybody kicks you there, it isn't any fun! All three: Oh, ABC, a jinkle and a jankle.
Hard to rhyme a silly word like ankle. All three: Oh, ABC and 1-2-3!
That's all for the ankle, the shoulder, and the knee!",Sesame Street,"Sesame Street The Ankle, The Shoulder, And The Knee lyrics"
61,"One, two, three, four, five, six, seven, eight, nine, ten
Ten, nine, eight, seven, six, five, four, three, two, one! Five! Five! Five! Five!
Let's sing a song about five!
How many is five? (Then the skits, and after the baker fell, they'd sing:) And that's the song of five!",Sesame Street,Sesame Street The Baker lyrics
62,"The ball goes up
The ball goes down
The ball keeps going round and round
I'll catch
You throw
Heads up heads up follow The ball goes up
The ball goes down
The ball keeps going round and round
I'll catch
You throw
Heads up heads up follow.",Sesame Street,Sesame Street The Ball Goes Up lyrics
63,"Narrator: Listen, while I tell you, a story old and true,
About how Casey Macphee the engineer got his train through.
He faced the toughest duty, an engineer could do,
But he was brave and not afraid and he got his train through! Through, through, through, he got the train through.
Through, through, through... Cookie Monster: Me got the train, and get it through... N: Train was carrying moo cows, and cake and ice cream too.
There were six cars full of cookies, and a tank of chocolate too.
The stuff was for the party, that the kids would have all year.
And getting that train through the narrow pass was the job of the engineer! Through, through, through, he got the train through.
Through, through, through... C (spoken): Oh, this train full of stuff me love to eat.
And there are lots of children waiting for stuff
on other side of dangerous narrow pass.
Me must get train through! N: But an avalanche had closed the track and covered it with snow.
The snow was deep, the track was blocked, there was no place he could go.
Casey knew the train was filled with things he loved to eat.
But Casey knew his duty and would not admit defeat! Through, through, through, he got the train through. Through, through, through... C (spoken): Oh, tough choice. Track covered with snow.
If me stay here, and not try to go through pass,
Me stuck here, all alone with six cars of cookies and ice cream.
Aaaaaaaaallllll alone, with nooooooooobody watching.
Me getting hungry. Me getting VERY hungry!
Oooooooh, maybe it's not too bad if me eat some cookies...
Wait! What me doing? It be very bad if me eat cookies.
Me must get train through! N: Well, Casey was a hero. And his duty he could see.
Without the cookies and the milk, no party could there be.
The kids would be unhappy,
So Casey raised his head... C: Me forget about the cookies,
AND EAT THE SNOW INSTEAD! N: Through, through, through, he got the train through,
he ate up all the avalanche... C: It mighty tasty too! N: Through, through, through, he got the train through.
Casey that brave engineer got the train through!",Sesame Street,Sesame Street The Ballad Of Casey Macphee lyrics
64,"This is the ballad of The Sad Cafe
It's a funny little place down Oklahoma way
Where the cowpokes go to feel sad and blue
And their cows and their horses
Well they go there too (cows and horses join in)
Yes their cows and their horses
Well they go there too It's a sad, sad, sad cafe
We sit at the tables
And we cry all day
Boo hoo, boo hoo
Boo hooing at The Sad Cafe Now we all come here when we're under the weather
To The Sad Cafe where we cry together
Don't expect no food or drinks here
Where the only thing we serve is tears
Yeah the only thing we serve is tears At the sad, sad, sad cafe
We sit at the tables
And we cry all day
Boo hoo, boo hoo
Boo hooing at The Sad Cafe You can cry to your cat or your Irish setter
Either way you'll feel a lot better
You can cry at home or in the barn with the hay
Or you can come on over to The Sad Cafe To the sad, sad, sad cafe
We sit at the tables
And we cry all day
Boo hoo, boo hoo
Boo hooing at The Sad Cafe Spoken: Hey, you know now that I've had a good cry, I feel better!
Me too, I don't feel sad no more, I feel happy!
Yeah! Hey what you all wanna do?
Why don't we mosy on down to The Happy Cow Lounge?
Oh I love that place!
Yee haw, let's go! Everyone mosies on out of The Sad Cafe",Sesame Street,Sesame Street The Ballad Of The Sad Cafe lyrics
65,,Sesame Street,Sesame Street The Batty Bat lyrics
66,"Telly: There's a secret password
Everybody knows
If you'll keep it secret,
I'll tell you how it goes. Baby Bear: It ends with Oko Noko,
It starts with Letter P,
The word is Poko Noko! Lexine & Zoe: Poko Noko! Telly & Baby Bear: So sing along with me! Telly: NOW! All: Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko-no! Telly: Oh, what is Poko Noko?
Tell me, Baby Bear!
Why do people say it? Baby Bear: They say it 'cause it's there! Oscar: I think Poko Noko
Ain't worth a hill of beans.
Can't anybody tell me
What Poko Noko means? Unidentified Kid: (running in) Oh, I can, I can! Oscar: Okay, what's it mean? Kid: Well, it means this
Are you ready to hear it?
It means -- All: Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko-no! Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko-no! Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko
Poko Noko Poko Noko Po-ko Noko-no! (fade out)",Sesame Street,Sesame Street The Best Friends Poko Noko Club Secret Password Song lyrics
67,"(Wolf in leather jacket dances in) Big Bad Wolf: My mom is glad Big Glad Wolf (Mom): (top left, in a white dress) I'm the big glad wolf - glad! Big Bad Wolf: My sister's sad Big Sad Wolf (Sister): (top middle, in a green outfit) I'm the big sad wolf - sad! Big Bad Wolf: My brother's rad Big Rad Wolf (Brother): (top right, with shades and a surfboard) I'm the big rad wolf - rad! Big Bad Wolf: I'm bad
The big bad wolf, that's me
We're a big wolf family
My aunt's a grad Big Grad Wolf (Aunt): (bottom left, in gown and mortarboard) I'm the big grad wolf - grad! Big Bad Wolf: My uncle's mad Big Mad Wolf (Uncle): (bottom middle, in red shirt) I'm the big mad wolf - mad! Big Bad Wolf: My dad's well clad Well Clad Wolf (Dad): (bottom right, in a suit) I'm the well clad wolf - clad Big Bad Wolf: I'm bad
The big bad wolf, that's me
We're a big wolf family Big Glad Wolf (Mom): I'm gl-ad, glad! Big Sad Wolf (Sister): I'm s-ad, sad! All: We're the big wolf family! Big Rad Wolf (Brother): I'm r-ad, rad! Big Grad Wolf (Aunt): A gr-ad, grad! All: We're the big wolf family! Big Mad Wolf (Uncle): I'm m-ad, mad! Well Clad Wolf (Dad): Well cl-ad, clad! All: We're the big wolf family! Big Bad Wolf: Got two more sounds
Put together right now
B-ad, bad, that's me
Bad Wolf! All: Yeah!",Sesame Street,Sesame Street The Big Wolf Family lyrics
68,"Which come first, the chicken or the aig?
Which come first, the chicken or the aig?
How could somethin' so fat and burly
Come from somethin' so smooth and pearly?
Which come first, the chicken or the aig? Which come first, the feather or the shell?
Which come first, the feather or the shell?
When you see one egg or t'other,
Do you ever think about its mother?
Which come first, the feather or the shell? Now eggs are all so purty, lyin' on a plate,
Or sittin' here in a carton, neat and straight.
And lookin' inside a box of eggs might make you feel so great,
But do you ever wonder where they was, before they was inside that crate? Which come first, the chicken or the aig?
Which come first, the chicken or the aig?
Now if you wanted to begin again,
Would you start with an omelette or a hen?
Which come first, the chicken or the aig? The chicken or the aig?",Sesame Street,Sesame Street The Chicken Or The Egg lyrics
69,"Kermit: I don't know if you believe in Christmas
Or if you have presents underneath the Christmas tree
But if you believe in love
That will be more than enough
For you to come and celebrate with me For I have held the precious gift that love brings
Even though I never saw a Christmas star
I know there is a light
I have felt it burn inside
And I have seen it shining from afar All: Christmas is the time to come together
A time to put all differences aside Kermit: And I reach out my hand
To the family of Man All: To share the joy I feel at Christmas time Kermit: For the truth that binds us all together
I would like to say a simple prayer
That at this special time
You will have true peace of mind
And love to last throughout the coming year (flute solo) And if you believe in love
That will be more than enough
For peace to last throughout the coming year All: And peace on earth will last throughout the year",Sesame Street,Sesame Street The Christmas Wish lyrics
70,"Manha Manha guy: Fat Green guy: Cat Blue guy: Sat Violet guy: Hat gg: Fat bg: Fat vg: (pause) Fat gg: Cat bg: Cat vg: (pause) Cat gg: Sat bg: Sat vg: (pause) Sat gg: Hat bg: Hat vg: (pause) Hat MMg: (bursting in) A fat cat sat on a hat, saw a rat on the mat, got a bat, had a chat with a gnat that he'd pat in a vat that was flat, oh yeah!
(all glare at him, shaking their heads)
(quieter) Oh... yeah
Sorry about that
Small gg: Ball bg: Tall vg: Wall gg: Small bg: Small vg: (pause) Small gg: Ball bg: Ball vg: (pause) Ball gg: Tall bg: Tall vg: (pause) Tall gg: Wall bg: Wall vg: (pause) Wall MMg: (bursting in) See the small ball on the tall wall, see it fall in a hall, see it crawl, give its all its call, ""Hi, y'all!"" see it stall, wear a shawl, oh yeah!
(all glare at him, shaking their heads)
(Quieter) Oh, yeah (sighs)
Red gg: Head bg: Fed vg: Bread gg: Red bg: Red vg: (pause) Red gg: Head bg: Head vg: (pause) Head gg: Fed bg: Fed vg: (pause) Fed gg: Bread bg: Bread vg: (pause) Bread MMg: (bursting in) See the red head bein' fed bread on his sled made of lead as he sped to be wed but he fled instead out ahead up to Ted in his bed and he said...
(All glare at him as he continues, shrinking down)
Red, head, fed, bread
Small, ball, tall, wall
Fat, cat, sat, hat
And that's that! gg, bg, & vg: SCAT!!!",Sesame Street,Sesame Street The Classic Rhyming Song lyrics
71,"Harry Bellafonte: Down Grand Bahama 'neath the stand-up palm
On an island called Green Turtle Key,
People sit and stare at the man who's there
Counting coconuts night and day.
You'll find him dressed in a cape in the island sun,
Got no time to rest 'til his counting's done
Never gets depressed 'cause he's having fun,
He's the Coconut Counting Man
Tell everybody now Count: I'm the Coconut Counting Man HB: Everybody Birds: He's the Coconut Counting Man HB: Watch him count now Count: One, two, three...oh oh yeah, four five six seven, I love it, wonderful coconuts! HB: A-ha, Wonderful!
When the tropical breeze blows the nuts from the trees
Everybody spies while he's counting
Oh they glow and smile 'cause his coconut pile
Is growing big as a mountain
Sure as stars are bright, and water's deep
He'd rather count all night than go to bed and sleep
He counts coconuts instead of sheep
He's the Coconut Counting Man
Tell the people Count: I'm the Coconut Counting Man HB: Everybody now Birds: He's the Coconut Counting Man HB: Watch him count Count: 16, 17, 18, 19, yes, 20, ha ha! I love these coconuts! HB: Big numbers! Uh-huh. Wonderful!
I never got his name, don't know from where he came
But there's one thing that is true
No coconut amount's too big for him to count
You can count on him to count for you
Everybody now Count: One and two, three four five,
It's wonderful to be alive!
Yes, I'm so proud as proud can be that I've
Been the Coconut Counting Man HB: Everybody now Birds: He's the Coconut Counting Man
He's the Coconut Counting Man
He's the Coconut Counting Man HB: Let's hear it, Count Count: Yes, oh, 24, 25, 26, 27, 28, 29, 30 Coconuts ha ha ha! HB: Ah, that's a lot of coconuts! Count: Yes HB: Yes sir, I think the island's sinking! Count: Ah, we need to find a bigger island anyway. HB: Yes, but I've got you, so what else matters? Count: Ha ha ha! Let's eat. HB: Oh, thank you, Count, I love you so much.",Sesame Street,Sesame Street The Coconut Counting Man lyrics
72,"One, two, three, four, five, six pox
Rest your wings
Seven, eight, nine, ten
As I count your green things
Eleven, twelve and thirteen pox
Now close your eyes
As I count fourteen green dots on your thighs Fifteen and sixteen
Now hang your head low
Seventeen pox, eighteen
On your big toe
Nineteen and twenty
To sleep now you'll fall
And I've counted twenty
Twenty bird-pox in all
Yes, I've counted twenty
Twenty bird-pox in all",Sesame Street,Sesame Street The Count's Birdy-pox Lullaby lyrics
73,"You know that I am called the Count
Because I really love to count
I could sit and count all day
Sometimes I get carried away I count slowly, slowly, slowly getting faster
Once I've started counting it's really hard to stop
Faster, faster. It is so exciting!
I could count forever, count until I drop 1! 2! 3! 4!
1-2-3-4, 1-2-3-4,
1-2, i love couning whatever the ammount haha!
1-2-3-4, heyyayayay heyayayay that's the sound of the count I count the spiders on the wall...
I count the cobwebs in the hall...
I count the candles on the shelf...
When I'm alone, I count myself! I count slowly, slowly, slowly getting faster
Once I've started counting it's really hard to stop
Faster, faster. It is so exciting!
I could count forever, count until I drop 1! 2! 3! 4!
1-2-3-4, 1-2-3-4, 1,2 I love counting whatever the ammount! 1-2-3-4 heyayayay heayayay 1-2-3-4
That's the song of the Count!",Sesame Street,Sesame Street The Count's Counting Song lyrics
74,"Go to sleep, my little bat,
Oh, say good night to your black cat.
Do not put on your nightgown,
You'll be sleeping upside down. Go to sleep my little goblin,
While your cradle is a wobblin',
I will sit and count your snoring
Even though you think it's boring. Count the footsteps up the stairs,
Count the creaking of the chairs,
Count the clouds that fill the sky,
Keep on counting, don't ask why. Go to sleep, my spider dear,
While you're dreaming I'll be near.
There's a full moon in the sky
Shining on my lullaby.",Sesame Street,Sesame Street The Count's Lullaby lyrics
0,"(spoken): Okay, you guys ready? (Kids: Yeah!) Good. You! Up on your feet! I'm gonna tell you about my uncles. You know how they all love to dance, and they all have their own different style. Check it out... (starts dancing and singing)
You oughta meet my Uncle Clyde
His dance goes from side to side
(dances side to side)
Now you dance like my Uncle Clyde
(all dance side to side) You oughta meet my Uncle Jack
His dance goes from front to back
(dances front to back)
Now you dance like my Uncle Jack
(all dance front to back) You oughta meet my Uncle Joe
His dance goes very slow
Now you dance like my Uncle Joe
(all dance slow) You oughta meet my Uncle Pete
His dance calls for flyin' feet
(jumping, kicking dance)
Now you dance like my Uncle Pete
(all do jumping, kicking dance) You oughta meet my Uncle Izzy
His dance always makes him dizzy
Now you dance like my Uncle Izzy
(all spin around) Uncle Clyde, side to side
Uncle Jack, front to back
Uncle Joe, very slow
Uncle Pete, flyin' feet
Uncle Izzy, made him dizzy You oughta meet Aunt Sarah Brown
She danced like us
And then
Fell
Down!
(all fall down)",Sesame Street,Sesame Street The Dancing Uncles lyrics
1,,Sesame Street,Sesame Street The Dirtiest Town In The West lyrics
2,"E
E
See
Me
Eating a peach
Sitting on my eagle
Chasing a beagle
To the queen on her knees
Under a tree
By the sea
She was looking for her Easter egg
Having a dream about eating ice cream
In the Land of Steam
When a baby seal
Tickled her heel
She let out a squeal
And woke from her dream in time to see
The eagle and me
Flying away with the Easter egg
Over the evening sea
Hee hee hee
E
E",Sesame Street,Sesame Street The E Song lyrics
3,"I go 4-3-2-1
I go 1-2-3-4
Then I push a little button
And I open the door
Then I close it right away
'Cause there is no room for more
I'm the elephant elevator operator
(He's the elephant elevator operator) Hey, I coulda been a salesman at a party goods store
Or a brave and handsome lifeguard on the New Jersey shore
But the job that I have chosen is the one I adore
I'm the elephant elevator operator
(He's the elephant elevator operator) Wanna celebrate the elevator I'm the operator of
No elevator could be greater
Hey, it fits me like a glove!
1-2-3... I go 4-3-2-1
I go 1-2-3-4 Then I push a little button
And I open the door
Then I close it right away
'Cause there is no room for more
I'm the elephant elevator operator
(He's the elephant elevator operator) Oh, I coulda been a cute and dashing aviator
Or I coulda been a jockey but it's kind of a bore
No, the job that I have chosen offers me so much more
I'm the elephant elevator operator
(He's the elephant elevator operator) (He goes 4-3-2-1
He goes 1-2-3-4)
Then I push this little button and I open the door
People get all excited when I stop at their floor
I'm the elephant elevator operator
(He's the elephant elevator operator)
I'm the elephant elevator operator
Ole'!",Sesame Street,Sesame Street The Elephant Elevator Operator lyrics
4,"We live together more or less
got the same phone number
got the same address, yes yes
I care what you do
and you care for me
oh can't you see
we're a family",Sesame Street,Sesame Street The Family Song lyrics
5,"[Hello there, it is I, the Count! Ah ah. They call me the Count because I love to count things. Today I'm going to tell you a story about when I was a very young, little count. I'm going to tell you about the first day I went to school.] (Creepy organ music begins) The first day that I went to school yes, I remember clearly
My mummy made me leave at home the spiders I loved dearly
I felt a little sad as I walked through the classroom door,
But then I saw more children than I'd ever seen before.
""Ah ha!"" I cried, ""this new school will be fun
For I can count all of the children one by one"" Yes, I'll count Gregory and Sue, that makes number 1 and 2
I'll count Boris and Igor that makes number 3 and 4
Maurice, Jane and Eloise, 5, 6, 7 if you please
Theodore and Adeline make number 8 and number 9
And then, I will count Ben,
For Ben is number 10 Yes, there's Gregory, Sue, and Boris
Igor, Eloise, and Maurice
Theodore, Jane and Adeline and Ben
And that makes 1 2 3 4 5 6 7 8 9 10 The teacher taught the alphabet, we had to learn each letter
The alphabet was not much fun, but then things got much better
The teacher said ""My children dear, it's time for numbers now
Can anybody count to ten?""
A small voice cried ""And how!""
""Just watch"" I cried, ""before this class is done,
I will count all of the children one by one"" Yes, I'll count Gregory and Sue, that makes number 1 and 2
I'll count Boris and Igor that makes number 3 and 4
Maurice, Jane and Eloise, 5, 6, 7 if you please
Theodore and Adeline makes number 8 and number 9
And then, I will count Ben,
For Ben is number 10 Yes, there's Gregory, Sue, and Boris
Igor, Eloise, and Maurice
Theodore, Jane and Adeline and Ben
And that makes 1 2 3 4 5 6 7 8 9 10 Alright, everybody! All together now! There's Gregory, Sue, and Boris,
Igor, Eloise, and Morris,
Theodore, Jane, and Adeline, and Ben.
And that makes one, two, three, four, five, six, seven, eight, nine, ten! Yes, ha ha!
But those are only just some of the children in the class.
Next I must count the rest of the children.
Then I must count the children in the all the other classes in the school.
And then I will count all the children in all the schools everywhere! Ah, let me begin!
There's Ermangart, that's eleven!
There's Gerhart, that's twelve!
Renadi, thirteen!
Steve, fourteen!
Bella, fifteen!
Oh, I love it so much!
Oh ho!",Sesame Street,Sesame Street The First Day Of School lyrics
6,"The first time you see her
No bolt from the blue
Just something so quiet
That's waiting for you
With no one to tell you
Where you've got to go
The first time it happens
You know The first time you see her
No magical change
No angels appearing
No dreams to arrange
Just warmer and colder
Than springtime or snow
The first time it happens
You know And so you fall
And how complete it is
And for each new moment that it lasts
How sweet it is The first time together
How simple, how rare
And just when you thought
You'd forgot how to care
And though you feel much more
Than you'd dare to show
The first time it happens
You know",Sesame Street,Sesame Street The First Time It Happens lyrics
7,"Grover: ""Yoo-hoo! It is I, your little stage manager! Tell me when to drop the snow!"" Prairie: ""Get back, Grover! Everyone can see you!"" Grover: (aside) ""Sorry."" Prairie, in singsong voice:
""Oh, welcome. Oh, welcome
To our little play.
We're ever so glad
You could join us today
To praise the four seasons
That make up our year.
But, hearken! Cold winter,
The first one, is here!"" Bert: (aside): ""Am I first? I'm so nervous.
Oh, winter's the season
For cold and for snow...
Uh, for snow..."" Prairie: ""The snow, Grover, the snow!"" Grover: ""Oops! Sorry."" Bert: ""The ground is all icy,
So flowers can't grow."" Prairie: ""You missed him, Grover! It's supposed to snow ON Bert!"" Bert: ""Though winter is chilly,
It's also quite nice.
You can sled on the snow.
You can skate on the ice. (to snowman prop) C'mon Horace. Let's get out of here."" Grover (to himself): ""Oh, my goodness. Who is next?"" Prairie: ""Spring! Spring comes after winter, silly."" Ernie (pushing Herry): ""Hey Herry! Get out there!"" Herry: ""Uh...Then after winter
Comes heavenly spring,
When the snow starts to melt,
And the birdies all sing."" Grover: ""Cue the birdies of springtime!
Tweet, tweet! Oh, tweety-tweet!
Oh, a thousand tweets!"" Prairie: ""Enough, Grover, enough!"" Herry: ""First the sun starts to shine.
Then the rain starts to shower.
And up from the ground
Grows a beautiful...
(with a flourish)
...flower!"" Ernie (aside): ""I'm next.
Three cheers for summer,
When it's sunny and hot.
The beaches are open;
The schoolrooms are not."" Grover (aside): ""Oh, where did I put the sunshine?"" Ernie: ""There's tennis and baseball
And fishing and swimming
For boys and for girls
And for men and for wimming!"" Prairie (aside): ""Wimming?"" Ernie: ""Hey, Grover, it doesn't snow in summer!"" Grover: ""Sorry! I could not find the sunshine!"" Cookie (aside): ""Me next.
Me apple tree...with real apples! See?
In autumn we harvest
Many good things to eat
Like corn, squash, and pumpkins
And apples so sweet...
Apples so sweet...
SWEET APPLES!
Me love to..."" Grover: ""Hey, watch it!"" Cookie: ""...EAT THEM!
Mmmm! Apples not bad AT ALL!"" Prairie: ""Cookie, stop eating your costume."" Cookie: ""In autumn the leaves
Turn red, yellow, and brown;
And when the wind blows them,
Leaves fall to the ground."" Grover: ""OH, MOMMY! I am going to fall!
Here come the LEEEEEEEEEAVES!"" Cookie: ""Leaves not bad either!"" Ernie, Bert, Cookie, and Herry: ""We've told you the four Seasons, and the fun
That they bring.
They are..."" Ernie: ""SUMMER!"" Cookie: ""And AUTUMN!"" Bert: ""And WINTER!"" Herry: ""Oh, and SPRING!"" Ernie, Bert, Cookie and Herry: ""They're just like four letters
We're holding right here.
You put them together
And they make a...
YEAR."" Grover: ""There is no business like show business!""",Sesame Street,Sesame Street The Four Seasons lyrics
8,"On a cold forest oak sat the crow
With a fine piece of cheese in his beak
Full of joy was the crow with his meal above the snow
As the cold winds blew softly about him
As the cold winds blew softly about him. Like a flame came the fox through the forest
Spied the crow with a smile and a bow
Said, ""Hello, handsome crow. You are beautiful, you know.
It's a shame you can't sing to your beauty
It's a shame you can't sing to your beauty."" Thought the crow, ""Handsome bird that I am
I can sing even more handsomely""
From his wide opened throat came an ice-cracking note ... BACAAAAACK!
And the fox jumped and ran with the cheese.
And the fox jumped and ran with the cheese.",Sesame Street,Sesame Street The Fox And The Crow lyrics
9,"You take a little fruit gum wrapper
And you toss it on the ground,
Mix it up good with a popsicle stick
And an old paper cup you found,
Add an empty tube of toothpaste
And dump it all where all can see,
And you've got a Glop Glop Grungy
Glub Garden
Where the playground used to be. You take a great big smokey chimney
And puff smoke in the air,
Then mix it up good with a diesel truck
And blow it everywhere,
Now add a dash of hazy sunshine
Peekin' through a skinny yellow tree,
And you've got a Glop Glop Grungy
Glub Garden
Where the flowers used to be. Makin' a mess may be all right
And quite a sight to see,
But be quite sure before you mess things up
That you can clean up the mess
Before it messes up me. You take a lot of trash and dump it in the bottom of the sea;
The octopuses and the oysters
Won't complain to you and me,
But someday you might get hungry
For a tuna fish fricassee,
And you've got a Glop Glop Grungy
Glub Garden
Where the ocean used to be. And you've got a Glop Glop Grungy
Glub Garden
Where the whole world used to be.",Sesame Street,Sesame Street The Garden lyrics
